citekey,fig_no,form,plot_type,has_defect,"hand-picked or k-of-N example, rule unstated",n or counts not shown,"axis broken, truncated or pinned",axes not comparable across panels,bar or mean standing in for a distribution,"no dispersion, error bar, CI or test",pooled where per-system was needed,two measures on one axis,claim with no quantitative panel,oracle-selected model displayed,failures not shown beside successes,other / uncategorised,hides
stein2022speachaf,"2F, 2H",PLOT,scatter,1,0,0,0,0,0,0,0,0,1,0,0,0,"**Variance explained by PC1 and PC2 is never reported**, for this or any other PCA panel in the paper — a reader cannot tell whether PC1 carries the transition or noise. Units are arbitrary and unstated. The number of models removed between F and H is not given, and the removal was by eye (p14)."
stein2022speachaf,3A-B,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"3B collapses 15 models into a thickness scale with no quantitative panel, same defect as 2B."
stein2022speachaf,"3C, 3E",PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"Axes truncated as in Fig 2 (neither reaches 0). This is the one figure where the parsed n **is** recoverable, from the text on p6 rather than the caption."
stein2022speachaf,3D,PLOT,bar (histogram),1,0,0,0,0,0,0,0,0,0,0,0,1,"Rejection threshold not drawn on the axis; bin width not stated. **Caption inconsistency with Fig 2D:** here the criterion is worded ""one standard deviation from the median"" (p7) where Fig 2D says ""one standard deviation above the median"" (p6) — the Methods (p14) say ""greater than one SDM from the m"
stein2022speachaf,3F,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Variance explained not reported. The ""scattered region with higher PC2 values"" the text discusses (p6) is not marked or delimited on the plot."
stein2022speachaf,4A,RENDER,structure render,1,0,1,0,0,0,0,0,0,1,0,0,0,"rmsf shown only as chain thickness against a 0–3 Å legend; no quantitative rmsf panel anywhere in the paper. GPCR panels show **only the transmembrane region** (p6), which is not stated in the caption."
stein2022speachaf,4B-C,PLOT,scatter,1,0,1,1,0,0,0,0,0,1,0,0,0,"**Per-panel n is absent throughout row C** — the number of models surviving filtering is never given for any membrane protein, so the reader cannot compare density between panels or between proteins. **Both axes truncated at 0.5**, not 0. **The headline claim (""both conformations for all targets exc"
stein2022speachaf,4D,PLOT,scatter,1,0,0,0,0,0,1,0,0,0,0,0,0,"Variance explained never reported for any panel. **Additional models were removed by hand before these plots and neither the criterion nor the count is given** — p9: ""In some cases, additional sets or individual models were removed from the initial PCA"", p14: ""manual inspection for outliers... repea"
stein2022speachaf,5A,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,Same rmsf-as-thickness defect as 4A. PfMATE's TM1 is excluded from analysis (p9) but the exclusion is not marked on the render.
stein2022speachaf,5B-C,PLOT,scatter,1,0,0,1,0,0,1,0,0,0,0,0,0,"Per-panel n absent in row C. Axes truncated. **n = 4 proteins carries the claim that training-set membership does not matter (p11, p13), and the figure offers no summary statistic, no aggregate and no comparison panel against the n = 8 stratum in Fig 4** — the two strata are never plotted together, "
stein2022speachaf,5D,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Variance explained never reported. Manual outlier removal uncounted (p9, p14). The MurJ panel's ""square shape"" and its V-shaped TM13–14-excluded counterpart are discussed together in the text (p11) but the counterpart is in the unheld SI (Fig G), so the comparison cannot be checked."
sun2026kinconfbench,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
sun2026kinconfbench,1B-D,PLOT,bar,0,0,0,0,0,0,0,0,0,0,0,0,0,
sun2026kinconfbench,2A,PLOT,box,1,0,1,1,0,0,1,0,0,1,0,0,0,"**Every axis is pinned at the geometric filter threshold** (ligand RMSD top at 2.0 Å, lDDT-Cα bottom at 0.7, lDDT-PLI bottom at 0.8), which is the same cut that selected the data, so the plotted distribution is the censored one and the outlier mass piles into an unresolvable solid band against the 2"
sun2026kinconfbench,2B,PLOT,line,1,0,0,1,0,0,1,0,0,0,0,0,0,"**y-axis truncated**, starting near 63% rather than 0, which visually magnifies the 11–13 pp Top-1→Top-20 gain the text reports. No error bars or confidence bands on any curve; n = 950 appears only in the Figure 2c caption text, not on this panel"
sun2026kinconfbench,2C,PLOT,bar (histogram),0,0,0,0,0,0,0,0,0,0,0,0,0,
sun2026kinconfbench,3,RENDER,structure render,1,1,0,0,0,0,0,0,0,1,0,0,0,"**A claimed failure mode with no quantitative panel.** The joint-failure claim covers 110 systems (Supplementary Table S4, not held) but only one is shown, chosen as ""a representative hard case"" after the failures were known. The selection rule for the single ""representative"" prediction out of 20 pe"
sun2026kinconfbench,4,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"**Every panel carries its own free y-axis range** (0.04–0.16 Å, 0–0.3 Å, 0–18°, 0–4.5° and so on), so panels showing ∼0.1 Å dispersion look as tall as panels showing 18°, and the reader cannot see across panels that the values are uniformly tiny — which is the figure's whole claim. **No reference ba"
sun2026kinconfbench,5,PLOT,bar (stacked),1,0,0,0,0,0,1,0,0,0,0,0,0,"**Percentages plotted over very unequal and, in the test panel, very small n** — Boltz-2's test bar rests on 22 systems, so a single system moves a segment by ~4.5 pp, and that is the model on which the text calls the shift ""most clearly"" visible. The n values appear only in the caption, never on th"
suzuki2026conforflux,1A-B,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
suzuki2026conforflux,1C,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,1,0,0,"The displayed sample is chosen by proximity to the reference it is overlaid on — an oracle pick, stated in the caption but not flagged as a selection. The claim carried by the panel (""Default concentrates near the closed reference and reaches only that state"") has no quantitative panel of its own he"
suzuki2026conforflux,2A-B (top),PLOT,scatter (density),1,0,0,0,0,0,0,0,0,0,0,0,1,"PC1 explains 92% and 81% but PC2 only 5% and 12%, so the vertical spread is near-noise while the panel is drawn square — the two axes are not comparable and the aspect ratio implies they are. Sample n is in the panel title only for Fig. 4, not here."
suzuki2026conforflux,2A-B (middle),RENDER,structure render,1,0,0,0,0,0,0,0,0,0,1,0,0,"Only ConforFlux is rendered; the default arm — whose failure is the point — has no render, so the visual comparison is one-sided. Which of 500 is shown is an oracle pick against the reference."
suzuki2026conforflux,2A-B (bottom),PLOT,line,1,0,0,0,0,0,1,0,0,0,0,0,0,"Pearson r is printed in the legend with no CI and no null model; a residue-index correlation between two smooth profiles is inflated by autocorrelation along the chain, which is not addressed."
suzuki2026conforflux,3A-B (top),PLOT,scatter (density),1,0,1,0,0,0,0,0,0,0,0,0,0,"Axis ranges differ between the default and ConforFlux panels of the VMAT2 pair, so the two densities are not drawn on a shared scale. n is not printed on the panels."
suzuki2026conforflux,3A-B (bottom),RENDER,structure render,1,0,0,0,0,0,0,0,0,0,1,0,0,"Only ConforFlux is rendered; NaS1's default failure (7.04 Å, Table 9) appears only as a density blob in the panel above. Best-of-500 pick against the reference."
suzuki2026conforflux,4A,PLOT,scatter (density),1,0,0,0,0,0,0,0,0,0,0,0,1,"PCA is fitted jointly on the 5 reference vectors and the 1000 prediction vectors (p24), so the coordinate system is partly defined by the predictions it is used to judge. Only 3 of the 5 references are labelled (inward is collapsed to ""8Y2C/E/F"")."
suzuki2026conforflux,4B,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"The inward render is 1 sample drawn from the 35 that classified inward out of 500, and it is the closest of them to the reference; confidence 0.84–0.85 is printed beside all three, which reads as validation but by the paper's own Appendix C confidence does not discriminate."
suzuki2026conforflux,4C,PLOT,bar (+ overlaid line),1,0,0,0,0,0,0,0,0,0,0,0,1,"The headline comparison is a 35-sample ConforFlux bar against a **zero-sample** default bar — the default ""Inward"" column is empty by construction, and the counts appear only as 5-pt text under the axis rather than on the bars. The 122-sample Inward/Occluded boundary class, which is close to inward "
suzuki2026conforflux,4D,SCHEMATIC,schematic,1,0,1,0,0,0,0,0,0,0,0,0,0,"Presented beside quantitative panels with no scale, no n and no measurement; the visual agreement it conveys is asserted."
suzuki2026conforflux,5,PLOT,violin,1,0,1,1,0,0,0,1,0,0,0,0,0,"y-axis truncated to 0.40–1.00, which visually widens differences the text puts at ≤0.01 in median. No n on any violin, and the violins pool all targets in a category so a per-target confidence collapse would be invisible."
suzuki2026conforflux,6A-B,PLOT,line + point,0,0,0,0,0,0,0,0,0,0,0,0,0,
suzuki2026conforflux,6C-D,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,"Bars with no dispersion over a quantity that panels A–B show spanning an order of magnitude with sequence length; n behind each mean is not printed, and the two OOM targets are silently absent from the ConforFlux mean."
suzuki2026conforflux,7,PLOT,scatter,1,1,0,0,0,0,0,0,0,0,0,0,0,"A single target, chosen as ""the example target from the official repository"" — a selection rule external to the paper. ConforFlux itself is absent, so the reproduction cannot be compared against the method it is a control for; the reader must cross-reference Table 3."
suzuki2026conforflux,8,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"Step functions over 15–38 targets drawn as continuous curves with no confidence band; ten series in one legend; the x-axis is normalised per target by the inter-reference RMSD, so a target-difficulty confound is folded into the axis rather than shown."
suzuki2026conforflux,9,PLOT,bar (+ overlaid line),1,0,0,0,0,0,0,0,0,0,0,0,1,"Same structure as 4C and the same defect: the ConforFlux inward bar (n=35) is compared to an empty default inward bar (n=0), with error bars nearly as large as the effect (the TM1b inward bar spans roughly 30–55°)."
suzuki2026conforflux,10,PLOT,grid of small multiples (scatter),1,0,0,1,0,0,0,0,0,1,0,0,0,"Per-target numbers exist only as this grid; Tables 1 and 2 are never broken out per target for the four main categories, so the distribution behind every headline percentage is readable only by eye."
suzuki2026conforflux,11,PLOT,grid of small multiples (scatter),1,0,0,0,0,0,0,0,0,0,0,0,1,As Fig. 10; the 20 added within-cutoff EGF pairs are not visually distinguished from the 15 original ConforMix transporters.
suzuki2026conforflux,12,PLOT,grid of small multiples (scatter),1,0,0,0,0,0,0,0,0,0,0,0,1,"As Fig. 10; these panels use full-structure RMSD while the Table 1 cryptic-pocket success column uses pocket-region RMSD (p6), so the grid does not show the quantity the headline number is computed on."
suzuki2026conforflux,13,PLOT,grid of small multiples (scatter),1,0,0,0,0,0,0,0,0,0,0,0,1,"As Fig. 10. This is the only per-target view of the category where the method's headline gain is 3.3 pp — one (target, state) pair — and no panel is marked as the one that flipped."
suzuki2026conforflux,14,PLOT,grid of small multiples (scatter),1,0,0,0,0,0,0,0,0,0,0,0,1,"Only default and ConforFlux are drawn; the two EGF columns of Table 4 (Boltz-2 port and cited AF2) have no per-target scatter, so the arm's key head-to-head is available only as Table 9 numbers."
suzuki2026pairscaling,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
suzuki2026pairscaling,1B,PLOT,heatmap,1,0,0,0,0,0,0,0,0,1,0,0,0,"Colour scale appears only beside the rightmost matrix; the three left matrices are visually near-identical blue fields, so the magnitude change the whole method rests on is asserted rather than quantified. No units, no matrix dimension given."
suzuki2026pairscaling,1C,PLOT,scatter,1,0,1,1,0,0,0,0,0,0,0,0,0,"Both axes truncated (~0.51–0.97); β<0 and β>0 regions are drawn as annotated boxes rather than derived, and n is not printed."
suzuki2026pairscaling,1D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"Which of the ~500 models is shown, and on what criterion, is not stated."
suzuki2026pairscaling,2A,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"Best-min TM-score y-axis does not start at 0 (OC23 panel ~0.7–1.0), which flattens the OC23 ceiling; computation-time panel drops 2 of the 6 methods and uses a log axis; n per box is not printed on any panel; the six arms have unequal budgets (50 / 500 / 5 models) and the panel does not say so."
suzuki2026pairscaling,2B,PLOT,bar,1,0,1,0,0,1,1,0,0,0,0,0,0,"Bars over a binary predicate on 20–23 targets: no CI, no error bar, no n on the panel, and a single target flipping moves the bar 4.3–5.0 points. The underlying per-target distribution is entirely hidden."
suzuki2026pairscaling,2C,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"Axes truncated to ~0.4–1.0 on both sides; vanilla is drawn with 50 points against 500 for every other panel with no annotation, so the visual density difference partly encodes budget rather than behaviour; AF3 Server is absent from this row despite appearing in 2A/2B."
suzuki2026pairscaling,3A,PLOT,box,1,0,0,1,0,0,0,0,0,0,0,0,0,n = 15 per box not printed; y-axis truncated on the accuracy panel; unequal per-arm budgets not annotated.
suzuki2026pairscaling,3B,PLOT,bar,1,0,1,0,0,0,1,0,0,0,0,0,0,"A bar chart over 15 binary outcomes: each target is 6.7 percentage points, so the 80% vs 93% gap the text discusses is 2 targets. No n, no CI, no per-target dots."
suzuki2026pairscaling,3C,PLOT,heatmap / contour + scatter,1,0,0,1,0,0,0,1,0,0,1,0,0,"Contours pool all 15 targets into one density, so a per-target failure such as MAD2 is invisible; axes truncated ~0.4–1.0; ""best model per target"" is an oracle mark (max min-TM to the references) drawn on the same panel as the raw ensemble without being labelled as such."
suzuki2026pairscaling,4A,PLOT,scatter,1,1,0,1,0,0,0,0,0,1,0,0,0,"Only 8 of 15 MS15 targets are shown and the selection rule is not stated; the MAD2 failure discussed in the text (p5) has no panel here. Each panel is truncated to its own narrow window (e.g. 0.66–0.98), so panels are not visually comparable and small shifts read as large ones."
suzuki2026pairscaling,4B,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"""Representative"" models are picked against reference-defined regimes with no stated criterion; the Cα RMSD colour scale has no printed range."
suzuki2026pairscaling,5A,PLOT,line (Cleveland dot),1,0,1,1,0,0,0,0,0,0,0,0,0,"Means ± s.e.m. only: the per-target distributions and the paired structure of the comparison are hidden, and s.e.m. (not s.d. or CI) visually shrinks the spread. Best-min TM-score axis starts at 0.4. n per point not printed on the panel."
suzuki2026pairscaling,5B,PLOT,line (Cleveland dot),1,0,0,0,0,0,1,0,0,0,0,0,0,"The claim carried by this panel is a null (""no detectable differences under our statistical tests"", p6) but no test statistic, p-value or equivalence bound is shown on or beside the figure — a negative result presented with overlapping s.e.m. bars only."
suzuki2026pairscaling,6A,PLOT,heatmap,1,0,0,0,0,0,1,0,0,0,0,0,0,"Cell values aggregate ~50 models with no dispersion shown, so a cell driven by one outlier looks identical to a consistent shift; target labels are rotated and too small to read at print size; no significance or n annotation."
suzuki2026pairscaling,6B,PLOT,line,1,0,0,1,0,0,1,0,0,0,0,0,0,"x-axis truncated to 0.5–1.0, which crops the region where the strategies are indistinguishable; step curves over 15–23 targets are drawn as smooth lines with no CI band, and the ""significant"" AUC gap claimed at p7 has no test shown."
suzuki2026pairscaling,7,PLOT,bar,0,0,0,0,0,0,0,0,0,0,0,0,0,
suzuki2026pairscaling,8,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"One protein only, chosen without a stated criterion, illustrating a baseline method rather than the paper's own; UMAP axes are unlabelled in value terms and carry no distance meaning."
swapna2025memorization,1A–C,SCHEMATIC,schematic,1,0,1,0,0,0,0,0,0,0,0,0,0,"Panel A's blue/purple blocks are hand-drawn abstractions, not structures, so the ""flip"" is asserted graphically rather than shown; the inset contact map in B has no legend, no n and no scale"
swapna2025memorization,2A–B,RENDER,structure render,1,0,0,0,0,0,1,0,0,0,0,0,0,"Shows **1 of 5** top-scoring models (p11 states all 5 were assessed) with no indication of which, and no spread across the 5; the RMSD lives only in the caption"
swapna2025memorization,2C–D,MATRIX,"heatmap (contact map, drawn as an overlaid point matrix)",1,0,1,0,0,0,0,0,0,1,0,0,0,"**The two triangles carry different data** — predicted model above the diagonal, experimental below — so prediction and experiment are never superimposed and a per-contact difference cannot be read off. Agreement is asserted from hand-drawn circles with **no overlap statistic, no contact count, no n"
swapna2025memorization,2E–F,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"This is the *de facto* state-calling evidence and it is purely visual: **no cavity volume, no aperture measure, no threshold** — the criterion behind every inward/outward assignment in the paper appears only as a picture"
swapna2025memorization,3A–B,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"No superposition and no RMSD, because no inward-open reference exists; the state call rests entirely on the cavity colour. n of models behind the shown structure NOT REPORTED"
swapna2025memorization,3C,MATRIX,heatmap (contact map),1,0,1,0,0,0,0,0,0,0,0,0,0,"Unexplained ECs are conceded in words but never counted — caption: ""At the thresholds chosen for ECs several predicted contacts are not explained by the combination of the two conformational states."" No fraction-explained statistic, no n"
swapna2025memorization,4A–B,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Caption contradicts the text on provenance**: the figure title says ESM-MODELLER, but panel B is captioned ""The inward-open structure modeled using ESM-AF2"", while p9 states ESM-AF2 failed for this protein and ESM-MODELLER was used. See `unresolved`. Same visual-only state call as Fig 3"
swapna2025memorization,4C,MATRIX,heatmap (contact map),1,0,1,0,0,0,0,0,0,0,0,0,0,"Same as 3C: ""several predicted contacts are not explained by the combination of two conformational states"", unquantified; no n"
swapna2025memorization,5A–C,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"The paper's only fully prospective target and there is **no reference and no quantitative panel at all** — the two inward-open models (B, C) are never superposed on each other or given a mutual RMSD. Caption omits panel C from the membrane-boundary note. The 0-of-6,480 enhanced-sampling result for t"
swapna2025memorization,5D–E,MATRIX,heatmap (contact map),1,0,1,0,0,0,0,0,0,0,0,0,0,"The comparison the paper draws from these two panels — ""The ESM-AF2 inward-open structure explains a few more EC-based contacts than the ESM-Modeller protocol, particularly for predicted contacts between helices H6 and H9"" (p11) — is a **counting claim with no count**; ""a few more"" is the entire eff"
tang2026steeraf,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
tang2026steeraf,1B,PLOT,bar,1,0,1,1,0,1,0,1,0,0,0,0,0,"**bars pool 15–23 systems each and hide the per-system distribution** — the per-system data exists (Fig S1) but the headline figure is bars; **TM-score y-axis pinned at 0.5–1.0**, compressing an already saturating metric into the top half; error bars are undefined (SD? SEM? CI? — not stated in the c"
tang2026steeraf,2A,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"**y-axis truncated at 0.4** on a 0–1 metric; the x-axis uses the *first* near-best definition, which the paper itself says is defective (p21) — a poorly-predicted target can score high on it"
tang2026steeraf,2B,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"fitted lines are drawn without the underlying per-target points visible, so scatter around the fit is invisible; runtimes were measured on heterogeneous GPUs and converted by empirically estimated factors (p22) whose uncertainty is not shown"
tang2026steeraf,2C,PLOT,line,1,1,0,1,0,0,0,0,0,0,0,0,0,"**TM-score axis truncated at 0.8**; the two panels' independent variables differ but share axes, inviting direct comparison of a 10-step sweep with a 40-run sweep; **this is the panel the T = 6 stopping rule was chosen from, and it is measured against the held references**"
tang2026steeraf,3A-i,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
tang2026steeraf,"3A-ii, 3C-left",PLOT,scatter,1,0,0,0,0,0,0,0,0,1,0,0,0,one system (AAC3_OUT) is shown to illustrate a pipeline claimed for 46; the 39/46 aggregate has **no quantitative panel anywhere** — the success rate appears only as a sentence on p9
tang2026steeraf,3B,PLOT,scatter,1,0,0,0,0,0,0,0,0,1,0,0,0,"the threshold pair is set **by eye on one system** and then applied to all 69; the ""Acceptable region"" shading is a visual justification with no stated criterion for where its edges sit"
tang2026steeraf,3C-right,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
tang2026steeraf,3D-i,PLOT,bar (histogram),1,0,0,0,0,0,0,0,0,0,0,0,1,"y-axis counts differ by an order of magnitude between the three panels with no shared scale, so the ConfA panel (n=13) reads as visually comparable to the ConfB panel (n=334)"
tang2026steeraf,3D-ii,PLOT,"bar (stacked, normalised)",1,0,0,0,0,0,0,0,0,0,0,0,1,"**normalising to fractions makes an n=13 cluster and an n=334 cluster the same height**; the n is printed above each bar, which partly mitigates it"
tang2026steeraf,4A,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,the site–structure correspondence is shown only as a render; the quantitative content is entirely in 4B
tang2026steeraf,4B,PLOT,line,1,0,0,0,0,0,1,0,0,0,0,0,0,the two panels use **different right-axis ranges** (400 vs 300) so the site-count curves are not visually comparable; the 3.4% random baseline quoted in the text is **not drawn on the panel**; no confidence interval on either curve
tang2026steeraf,5A,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
tang2026steeraf,"5B, S5B",MATRIX,heatmap (2D KDE contour),1,0,0,0,0,0,0,0,0,0,0,0,1,"the paper states the estimate is ""rough"" and ""has not fully converged"" (p12) but the surface is drawn with quantitative kT contours and named basins anyway; **the axes are continuous PCA coordinates, not indices, which strains the v3 MATRIX form** — see `unresolved`"
tang2026steeraf,"5C, S5C",RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"one frame per basin out of 25,050; how representative it is of the basin is given only as ""all < 0.1 PC units"" from the basin centre (p12)"
tang2026steeraf,S1,MATRIX,heatmap (grid of small multiples),1,0,0,1,0,0,0,0,0,0,0,0,0,the cell values are colour-only — **this is the paper's only per-system result and it is not readable as numbers**; the RMSD colour scale tops out at 6 Å so all larger failures render identically
tang2026steeraf,S2,PLOT,line,1,0,1,1,0,0,1,0,0,0,0,0,0,**the aggregation statistic behind each point is never stated** (mean? median?) and no dispersion is drawn on any of the 10 panels; TM-score panels truncated at 0.5
tang2026steeraf,S3,MATRIX,heatmap,1,0,0,0,0,0,0,0,0,0,0,0,1,"a 20 × 416 heatmap stitched across a landscape page — individually unreadable at print size; the difference block's threshold (0.4) is the same one whose sensitivity Fig 4B sweeps, so the headline render is one arbitrary point on that sweep"
tang2026steeraf,S4,PLOT,box,1,0,0,1,0,0,1,0,0,0,0,0,0,"**y-axis truncated at 0.65**, magnifying a small effect; the claimed result is only that ""the median and 75th percentile of TM-score after curated-site restoration were both lower"" (p11) — **no statistical test, no effect size, and the two box bodies overlap heavily**; the control set has *twice* as"
tang2026steeraf,S6,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"only outliers are labelled, so which systems sit in the dense diagonal cloud cannot be recovered; no marginal distribution or paired test statistic on any panel"
tang2026steeraf,S7,PLOT,line,1,0,0,0,0,0,1,0,0,1,0,0,0,"as S2: aggregation statistic unstated, no dispersion drawn; TM panels here run 0.0–1.0 while S2's run 0.5–1.0, so the two figures cannot be overlaid by eye"
tang2026steeraf,S8,PLOT,violin,1,0,0,1,1,0,0,0,0,0,0,0,0,"**both axes truncated** (TM at 0.5, RMSD at 10 Å inverted) and the two violins are overlaid on different scales, so their apparent overlap is an artefact of axis choice; all 12 panels look near-identical, which is the paper's own conclusion (""no strong monotonic trend"") but is also what an axis-comp"
tejero2024opsin,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
tejero2024opsin,1B,PLOT,box,1,0,1,1,0,0,0,0,0,0,0,0,0,"**Caption says ""mean values +/− standard deviation"" but the drawn glyph is a box-and-whisker, so the stated statistic and the plotted statistic do not match.** Methods state incubations of ""30, 60, or 120 minutes"" (p11) but the panel is a **single unlabelled time point** — which one is never stated,"
tejero2024opsin,1C-E,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,Panel e asserts the outward movement of TM5/TM6 with arrows and **no distance annotation** — the paper's central activation claim has no number in any main-text panel
tejero2024opsin,2A-D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"Panels c and d print 8 and 7 distance labels respectively, but **only two of those distances are assigned to named atom pairs in the running text** (PSB–Tyr126³·²⁸, PSB–Ser199⁴⁵·⁴⁹); the rest cannot be attributed from the figure alone. The active-state ligand shown is the **non-natural ATR6.11**, an"
tejero2024opsin,3A-F,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"No distances or angles are annotated on any panel — every microswitch change is shown, none is measured. Structures compared are named in the caption (6I9K, this work, 1GZM, 5EN0)"
tejero2024opsin,4A-B,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"The panel is a labelled cartoon of the mechanism: **""Outward movement of TM5 and TM6"" is a text callout with no magnitude**, and ""Open Ionic Lock"" / ""Closed Ionic Lock"" are categorical labels with no distance behind them"
tejero2024opsin,5A-D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"Carries the paper's comparative claims — ""the outward movement of TM5 and TM6 is larger than in the hGi complex"" (p6), ""a shallower binding pose"" (p9) — with **only one number on the whole figure (17°) and no per-helix displacement anywhere**. The quantitative version is Supplementary Fig. 14, which"
tejero2024opsin,6,SCHEMATIC,schematic,1,0,0,0,0,0,0,0,0,0,0,0,1,"This is explicitly a **proposal**, not an observation — ""We propose that Ser199⁴⁵·⁴⁹ does not participate in this network in the active state"" (caption, p8) and ""possibly Tyr293⁶·⁵¹"" — and the waters drawn were not resolved (""This density may be attributed to one or two ordered water molecule(s) ..."
tran2026nanogs,1A-B,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,1C,PLOT,scatter,1,0,1,0,0,0,1,0,0,0,0,0,0,n per condition not shown; no error bars; data are re-used from ref [33] and the number of trajectories behind each point is never stated
tran2026nanogs,1D-E,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,"1 (right, unlettered)",SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,Scheme 1A-C,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,2A-upper,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,2A-lower,SCHEMATIC,schematic,1,0,0,0,0,0,0,0,0,0,0,0,1,"contact assignment is binary/coloured with no underlying quantity, so the strength of each contact is not recoverable"
tran2026nanogs,2B,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,2C,PLOT,line,1,1,1,1,0,0,0,0,0,0,0,0,0,"**Yes.** Representative traces only — no n, no error bands, no quantified λmax shift in the main figure; the ranking claim rests on eyeballing overlaid curves. y-axis truncated (starts ~0.3–0.4, not 0), which visually amplifies the intensity drop"
tran2026nanogs,3 (structures),SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,3 (spectra),PLOT,line,1,1,1,0,0,0,1,0,0,0,0,0,0,"**Yes.** The paper's core SAR conclusion is delivered entirely by visual comparison of representative traces — no bar chart, no error bars, no n, and no statistic anywhere in the figure. Also note the caption reverses the staple positions relative to the body text and Table 1"
tran2026nanogs,4A-F,PLOT,line,1,1,1,1,0,0,0,0,0,1,0,0,0,"**Yes.** The load-bearing negative result (""unable to stabilize an active receptor conformation alone"") is shown as three panels of near-superimposed representative traces with no n, no error, and no quantified λmax — a null claim with no quantitative panel. Normalisation to peak 1.0 plus a truncate"
tran2026nanogs,4G-I,PLOT,line (dose-response),0,0,0,0,0,0,0,0,0,0,0,0,0,
tran2026nanogs,5A-left,PLOT,box,1,0,0,0,0,0,0,0,0,0,0,0,1,"n (frames or trajectories) per box not shown; boxes are drawn over MD frames, which are autocorrelated, so the whisker spread is not an independent-sample spread"
tran2026nanogs,5A-right,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,no error bars on any bar; number of trajectories behind each bar not stated
tran2026nanogs,5B-C,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"the MD pose is shown as **one representative frame from one metadynamics walker and one cluster**; no ensemble spread, no cluster population, no alternative low-energy poses shown, so the reader cannot judge how representative it is"
vo2026fiducials,1A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
vo2026fiducials,1B,RENDER,structure render (grid of small multiples),1,0,1,0,0,1,0,0,0,0,0,0,0,"**The whole rigidity argument rests on eyeballed spread.** Motion amplitudes are hand-annotated as ""~2Å"", ""~21Å"" etc. on the renders with no distribution, no error, no n per cell, and no stated measurement definition; the underlying quantitative version is deferred to Extended Data Fig. 2 (not in PD"
