citekey,fig_no,page,gist,plot_type,data_shape,form,slot_facet,slot_vary,slot_series,slot_measure,slot_mark,slot_n,slot_rows,slot_cols,slot_value,slot_views,slot_overlay,panels,hides,reuse
swapna2025memorization,5A–C,12,"Human SLC35F2, no experimental structure for either state: AF2 outward-open (A), ESM-MODELLER inward-open (B), ESM-AF2 inward-open (C), each ribbon-with-cavity above numbered helix cylinders",structure render,"`RENDER \| facet: protocol × state (3: AF2 outward-open, ESM-MODELLER inward-open, ESM-AF2 inward-open) \| views: 2 (cavity-coloured ribbon; numbered helix-cylinder, helices 1–10) \| overlay: NOT REPORTED predictions on 0 references \| axis: none`",RENDER,,,,,,,,,,,,"3 lettered panels, each with 2 stacked sub-views; panels vary by protocol, not by system","The paper's only fully prospective target and there is **no reference and no quantitative panel at all** — the two inward-open models (B, C) are never superposed on each other or given a mutual RMSD. Caption omits panel C from the membrane-boundary note. The 0-of-6,480 enhanced-sampling result for this same protein has its only panel in S2 Fig, which is not held","CC BY 4.0, no ND — p1–2"
swapna2025memorization,5D–E,12,"SLC35F2 contact maps: outward-open (green) + ESM-MODELLER inward-open (red) against ECs (D), and outward-open + ESM-AF2 inward-open against ECs (E)",heatmap (contact map),"`MATRIX \| rows: residue number (1–~360) \| cols: residue number (1–~360) \| value: contact present (Cα–Cα < 10 Å), by source: EC prediction / outward-open model / inward-open model \| facet: inward-open protocol (2: ESM-MODELLER, ESM-AF2)`",MATRIX,,,,,,,,,,,,2 panels varying by which inward-open protocol supplied the red contacts,"The comparison the paper draws from these two panels — ""The ESM-AF2 inward-open structure explains a few more EC-based contacts than the ESM-Modeller protocol, particularly for predicted contacts between helices H6 and H9"" (p11) — is a **counting claim with no count**; ""a few more"" is the entire effect size","CC BY 4.0, no ND — p1–2"
tang2026steeraf,1A,p4,SteerAF workflow: query seq + input MSA → MSA feature → folding network → default conf; distogram of step-i vs default distances → loss → block gradient ascent → updated MSA feature,schematic,"`SCHEMATIC \| one cyclic flow chart: MSA feature into a frozen protein-folding network, distogram loss against the step-0 default conformation, block gradient ascent back onto the MSA feature, with alternative-conf and default-conf renders as endpoints \| no data`",SCHEMATIC,,,,,,,,,,,,1,,**CC-BY-NC-ND 4.0** (p1 and every page header) — **ND clause: no derivatives. Redrawing as well as modifying is forbidden without permission.**
tang2026steeraf,1B,p4,Best TM-score and near-best run ratio of 8 methods across the 4 benchmark datasets,bar,"`PLOT \| facet: metric (2: best TM-score, near-best run ratio) \| vary: benchmark dataset (4: domainmotion, oc23, tp16, foldswitch) \| series: method (8: SteerAF, ConforMix, Boltz-sample, AFsample3, AlphaFold3, AFsample2, MSAsubsample, AlphaFold2) \| measure: best TM-score, and near-best run ratio \| mark: bar with error bar \| n: 16 / 23 / 15 / 15 systems behind each bar; 128 / 184 / 120 / 120 bars-worth per panel`",PLOT,,,,,,,,,,,,"2 (same faceting, two metrics → one row per the v3 rule)","**bars pool 15–23 systems each and hide the per-system distribution** — the per-system data exists (Fig S1) but the headline figure is bars; **TM-score y-axis pinned at 0.5–1.0**, compressing an already saturating metric into the top half; error bars are undefined (SD? SEM? CI? — not stated in the caption); n not shown on the panel","CC-BY-NC-ND 4.0, p4 header — **ND**"
tang2026steeraf,2A,p8,"Near-best run ratio vs best TM-score, every system, 4 latest methods",scatter,"`PLOT \| facet: none (1) \| vary: near-best run ratio (TM ≥ 0.97 × best), 0.0–1.0 (continuous) \| series: method (4: SteerAF-Exp, ConforMix, Boltz-sample, AFsample3) \| measure: best TM-score (0.4–1.0) \| mark: point \| n: 1 per mark (one system); 69 systems × 4 methods per panel`",PLOT,,,,,,,,,,,,1,"**y-axis truncated at 0.4** on a 0–1 metric; the x-axis uses the *first* near-best definition, which the paper itself says is defective (p21) — a poorly-predicted target can score high on it","CC-BY-NC-ND 4.0, p8 header — **ND**"
tang2026steeraf,2B,p8,"A800-equivalent total GPU time per target vs sequence length, 8 methods",line,"`PLOT \| facet: none (1) \| vary: sequence length, 150–800 aa (continuous, log) \| series: method (8, with fitted scaling exponent b annotated: SteerAF b=1.79, ConforMix 1.40, Boltz-sample 1.38, AFsample3 1.23, AlphaFold3 token-bucketed, AFsample2 1.56, MSAsubsample 1.85, AlphaFold2 1.54) \| measure: total GPU time, A800-equivalent (min, log 10¹–10³) \| mark: line (power-law fit; AlphaFold3 a step function over 256/512/768/1024 padding buckets) \| n: 69 targets behind the fits; per-line n NOT REPORTED`",PLOT,,,,,,,,,,,,1,"fitted lines are drawn without the underlying per-target points visible, so scatter around the fit is invisible; runtimes were measured on heterogeneous GPUs and converted by empirically estimated factors (p22) whose uncertainty is not shown","CC-BY-NC-ND 4.0, p8 header — **ND**"
tang2026steeraf,2C,p8,"Budget–performance tradeoff: TM-score and near-best ratio as a function of optimization steps, and of number of runs",line,"`PLOT \| facet: budget knob (2: cumulative optimization steps, total runs) \| vary: budget magnitude (0–10 steps / 10–40 runs, continuous) \| series: quantity (3: TM-score, near-best run ratio, near-best step ratio) \| measure: TM-score (left axis 0.8–1.0) and near-best ratio (right axis 0.0–1.0) \| mark: line \| n: aggregated over all 69 systems; per-point n NOT REPORTED`",PLOT,,,,,,,,,,,,"2, varying by which budget knob is swept; left panel metrics are cumulative over the step and all preceding steps (caption, p8)","**TM-score axis truncated at 0.8**; the two panels' independent variables differ but share axes, inviting direct comparison of a 10-step sweep with a 40-run sweep; **this is the panel the T = 6 stopping rule was chosen from, and it is measured against the held references**","CC-BY-NC-ND 4.0, p8 header — **ND**"
tang2026steeraf,3A-i,p10,The PCA + HDBSCAN reference-free selection pipeline,schematic,`SCHEMATIC \| step-0 through final-step predictions → common ordered-secondary-structure residue indices → per-prediction internal Cα distance matrix (N × l × l) → flatten → PCA → HDBSCAN \| no data`,SCHEMATIC,,,,,,,,,,,,"1 (letter A, shape 1 of 2)",,"CC-BY-NC-ND 4.0, p10 header — **ND**"
tang2026steeraf,"3A-ii, 3C-left",p10,"The AAC3_OUT prediction cloud on the distance-PCA plane, coloured three ways: pLDDT, HDBSCAN cluster, and reference-derived ground-truth class",scatter,"`PLOT \| facet: colouring (3: pLDDT, HDBSCAN cluster assignment, ground-truth class) \| vary: PC1 (80.1% variance, continuous, 0–400) \| series: pLDDT (continuous 40–100) / HDBSCAN cluster (4: Noise n=59, Cluster 0 n=13, Cluster 1 n=334, Cluster 2 n=14) / ground-truth class (5: neither, ConfB only, ConfA only, open ref, close ref) \| measure: PC2 (8.9% variance, −100 to +100) \| mark: point \| n: 1 per mark; 420 predictions + 2 references per panel`",PLOT,,,,,,,,,,,,"3 (letter A shape 2 of 2, plus the left half of letter C)",one system (AAC3_OUT) is shown to illustrate a pipeline claimed for 46; the 39/46 aggregate has **no quantitative panel anywhere** — the success rate appears only as a sentence on p9,"CC-BY-NC-ND 4.0, p10 header — **ND**"
tang2026steeraf,3B,p10,"Justification of the TM > 0.85 / RMSD < 3.0 Å acceptance thresholds for AAC3_OUT, in four projections",scatter,"`PLOT \| facet: projection (4: RMSD→6GCI vs TM→6GCI, RMSD→4C9J vs TM→4C9J, TM→4C9J vs TM→6GCI, RMSD→4C9J vs RMSD→6GCI) \| vary: TM-score or RMSD to reference (continuous, 0–1 or 0–30 Å) \| series: ground-truth class (5: neither, ConfA only, ConfB only, ConfA=6GCI marker, ConfB=4C9J marker) \| measure: RMSD (Å) and TM-score to the other reference \| mark: point, with a shaded ""Acceptable region"" \| n: 1 per mark; 420 predictions per panel`",PLOT,,,,,,,,,,,,"4 (same mark, compound measure → one row)","the threshold pair is set **by eye on one system** and then applied to all 69; the ""Acceptable region"" shading is a visual justification with no stated criterion for where its edges sit","CC-BY-NC-ND 4.0, p10 header — **ND**"
tang2026steeraf,3C-right,p10,"The two AAC3 reference structures: 4C9J chain B (default, outward) and 6GCI chain A (alternative, inward)",structure render,"`RENDER \| facet: reference conformation (2: 4C9J chain B default/outward, 6GCI chain A alternative/inward) \| views: 1 \| overlay: 0 predictions on 1 reference each \| axis: none`",RENDER,,,,,,,,,,,,"2 (letter C, shape 2 of 2)",,"CC-BY-NC-ND 4.0, p10 header — **ND**"
tang2026steeraf,3D-i,p10,"pLDDT distributions: overall, and within the best ConfA and best ConfB clusters",bar (histogram),"`PLOT \| facet: population (3: all predictions, best ConfA cluster 0, best ConfB cluster 1) \| vary: pLDDT, 50–95 (continuous, binned) \| series: ground-truth class (3: ConfA only, ConfB only, neither) \| measure: count \| mark: stacked bar (histogram) \| n: 420 overall (ConfA only n=10, ConfB only n=248, neither n=162); cluster 0 n=13 (10 + 3); cluster 1 n=334 (248 + 86)`",PLOT,,,,,,,,,,,,3,"y-axis counts differ by an order of magnitude between the three panels with no shared scale, so the ConfA panel (n=13) reads as visually comparable to the ConfB panel (n=334)","CC-BY-NC-ND 4.0, p10 header — **ND**"
tang2026steeraf,3D-ii,p10,Composition of each HDBSCAN cluster by ground-truth class,"bar (stacked, normalised)","`PLOT \| facet: none (1) \| vary: cluster (4: −1 noise n=59, 0 n=13, 1 n=334, 2 n=14) \| series: ground-truth class (3: ConfA only, ConfB only, neither) \| measure: fraction of cluster (0–1) \| mark: stacked bar \| n: 59 / 13 / 334 / 14 per bar; 420 per panel`",PLOT,,,,,,,,,,,,1,"**normalising to fractions makes an n=13 cluster and an n=334 cluster the same height**; the n is printed above each bar, which partly mitigates it","CC-BY-NC-ND 4.0, p10 header — **ND**"
tang2026steeraf,4A,p13,"PGK1: literature-validated residues (red) and PSSM-inferred sites (orange, L1 > 0.4) mapped onto the alternative (2WZD chain A, closed) and default (2XE6 chain A, open) conformations",structure render,"`RENDER \| facet: conformation (2: 2WZD chain A alternative/close, 2XE6 chain A default/open) × residue class (2: literature-reported red, PSSM-inferred orange) \| views: 2 (front and 90° rotation) \| overlay: 0 predictions on 1 reference each \| axis: none`",RENDER,,,,,,,,,,,,4 renders (2 conformations × 2 camera angles),the site–structure correspondence is shown only as a render; the quantitative content is entirely in 4B,"CC-BY-NC-ND 4.0, p13 header — **ND**"
tang2026steeraf,4B,p13,"Precision and recall of PSSM-inferred sites against curated functional residues, as the L1 threshold varies, for PGK1 and hβ2AR",line,"`PLOT \| facet: system (2: PGK1/P00558, hβ2AR) \| vary: L1-norm threshold on the per-residue PSSM difference, ~0.15–0.65 (continuous) \| series: quantity (3: recall, precision, # predicted sites) \| measure: recall/precision (left axis 0–1) and number of predicted sites (right axis, 0–400 PGK1 / 0–300 hβ2AR) \| mark: line \| n: 14 curated sites of 416 residues (PGK1); curated set size for hβ2AR NOT REPORTED in the figure (Table S3 lists 5 mutationally validated + 9 retained microswitch positions = 14, p33 and p22)`",PLOT,,,,,,,,,,,,"2, varying by system",the two panels use **different right-axis ranges** (400 vs 300) so the site-count curves are not visually comparable; the 3.4% random baseline quoted in the text is **not drawn on the panel**; no confidence interval on either curve,"CC-BY-NC-ND 4.0, p13 header — **ND**"
tang2026steeraf,5A,p15,MdfA: 420 SteerAF predictions and the 50 selected MD seeds in distance-PCA space,scatter,"`PLOT \| facet: none (1) \| vary: distance-PCA PC1, −200 to 0 (continuous) \| series: point class (2: SteerAF predictions n=420, selected seeds n=50) \| measure: distance-PCA PC2 (0–150) \| mark: point (predictions) + cross (seeds) \| n: 1 per mark; 470 marks per panel`",PLOT,,,,,,,,,,,,"1, with the Fig 5B zoom range boxed",,"CC-BY-NC-ND 4.0, p15 header — **ND**"
tang2026steeraf,"5B, S5B","pp15, 38","Two-dimensional free-energy surface from 2.5 µs of seeded MD, in the frozen prediction-derived PCA space, with basins marked",heatmap (2D KDE contour),"`MATRIX \| rows: distance-PCA PC2 (continuous, binned, −20 to +40 MdfA / −20 to +80 AAC3) \| cols: distance-PCA PC1 (continuous, binned, −60 to 0 MdfA / −50 to +50 AAC3) \| value: free energy ΔG = −k_BT ln 𝜌 (0–8 kT, colour + contour lines) \| facet: system (2: MdfA Fig 5B, AAC3 Fig S5B)`",MATRIX,,,,,,,,,,,,"2 (one per system); 4 basins B1–B4 for MdfA, 18 basins B1–B18 for AAC3","the paper states the estimate is ""rough"" and ""has not fully converged"" (p12) but the surface is drawn with quantitative kT contours and named basins anyway; **the axes are continuous PCA coordinates, not indices, which strains the v3 MATRIX form** — see `unresolved`","CC-BY-NC-ND 4.0, pp15/38 headers — **ND**"
tang2026steeraf,"5C, S5C","pp15, 38","Representative structures at each basin, labelled with Cα RMSD to the nearest deposited reference",structure render,"`RENDER \| facet: system (2: MdfA, AAC3) × basin (4 for MdfA: B1, B2, B3, B4; 8 shown for AAC3: B1–B8) \| views: 1 \| overlay: 1 MD frame on 1 reference (MdfA 6VS1/6GV1; AAC3 4C9J/6GCI) \| axis: none`",RENDER,,,,,,,,,,,,4 + 8 renders,"one frame per basin out of 25,050; how representative it is of the basin is given only as ""all < 0.1 PC units"" from the basin centre (p12)","CC-BY-NC-ND 4.0, pp15/38 headers — **ND**"
tang2026steeraf,S1,p34,"Per-system, per-method grid of best TM-score and best RMSD for both conformations, all 69 systems",heatmap (grid of small multiples),"`MATRIX \| rows: system (69, grouped: DomainMotion 16, OC23 23, TP16 15, FoldSwitch 15) \| cols: method (8: SteerAF, ConforMix, Boltz-sample, AFsample3, AlphaFold3, AFsample2, MSAsubsample, AlphaFold2) \| value: best TM-score (0.6–1.0 colour scale) or best RMSD (0–6 Å colour scale); black or white circle marks the best method per conformation \| facet: metric × conformation (4: best open TM, best open RMSD, best close TM, best close RMSD)`",MATRIX,,,,,,,,,,,,4 column blocks × 69 rows,the cell values are colour-only — **this is the paper's only per-system result and it is not readable as numbers**; the RMSD colour scale tops out at 6 Å so all larger failures render identically,"CC-BY-NC-ND 4.0, p34 header — **ND**"
tang2026steeraf,S2,p35,"All five metrics for both conformations, 8 methods, across the 4 datasets",line,"`PLOT \| facet: metric × conformation (10: best TM, best RMSD, fill ratio, cluster spread, near-best run ratio, each for open and close) \| vary: benchmark dataset (4: domainmotion, oc23, tp16, foldswitch) \| series: method (8) \| measure: TM-score, RMSD (Å), fill ratio, cluster spread std(TM)·std(RMSD), near-best run ratio \| mark: line connecting per-dataset aggregates \| n: 16 / 23 / 15 / 15 systems per point`",PLOT,,,,,,,,,,,,"10 (same mark, compound measure → one row)",**the aggregation statistic behind each point is never stated** (mean? median?) and no dispersion is drawn on any of the 10 panels; TM-score panels truncated at 0.5,"CC-BY-NC-ND 4.0, p35 header — **ND**"
tang2026steeraf,S3,p36,"PGK1 PSSM at step 0, at the last near-best step, and their difference, with sequence logo, entropy and secondary-structure tracks",heatmap,"`MATRIX \| rows: amino acid (20) \| cols: sequence position (416) \| value: PSSM probability, and the step-0-to-near-best difference \| facet: block (3: step-0 PSSM, last-near-best PSSM, difference), each with side tracks (sequence logo in bits, per-position entropy, secondary structure from the default-conformation experimental structure, and for the difference block a per-position count bar of how many of the 7 near-best predictions exceed L1 > 0.4)`",MATRIX,,,,,,,,,,,,"3 blocks, each 4 tracks","a 20 × 416 heatmap stitched across a landscape page — individually unreadable at print size; the difference block's threshold (0.4) is the same one whose sensitivity Fig 4B sweeps, so the headline render is one arbitrary point on that sweep","CC-BY-NC-ND 4.0, p36 header — **ND**"
tang2026steeraf,S4,p37,"PGK1 site-restoration test: TM-score to the alternative conformation after restoring curated vs random sites, against unrestored SteerAF and plain AlphaFold2",box,"`PLOT \| facet: none (1) \| vary: condition (4: SteerAF unrestored, Random mask, Validated mask, AlphaFold2) \| series: none \| measure: TM-score to the alternative conformation (0.65–1.00) \| mark: box with whiskers + overlaid strip of individual points \| n: ~60–70 points per box (visible strip); exact n NOT REPORTED`",PLOT,,,,,,,,,,,,1,"**y-axis truncated at 0.65**, magnifying a small effect; the claimed result is only that ""the median and 75th percentile of TM-score after curated-site restoration were both lower"" (p11) — **no statistical test, no effect size, and the two box bodies overlap heavily**; the control set has *twice* as many sites as the curated set, which the text notes as conservative but which also means the two boxes are not matched in perturbation magnitude","CC-BY-NC-ND 4.0, p37 header — **ND**"
tang2026steeraf,S6,p39,"Pairwise best-TM-score comparisons: BGA vs GA, and Exp vs Unit and Exp vs Norm regularization",scatter,"`PLOT \| facet: comparison (3: SteerAF-BGA vs SteerAF-GA, SteerAF-Exp vs SteerAF-Unit, SteerAF-Exp vs SteerAF-Norm) \| vary: best TM-score of the comparator variant, 0.3–1.0 (continuous) \| series: conformation (2: conformation A, conformation B) \| measure: best TM-score of the reference variant (0.3–1.0) \| mark: point on an identity line, outliers labelled by system \| n: 1 per mark; 2 × 69 = 138 marks per panel`",PLOT,,,,,,,,,,,,"3, varying by comparison","only outliers are labelled, so which systems sit in the dense diagonal cloud cannot be recovered; no marginal distribution or paired test statistic on any panel","CC-BY-NC-ND 4.0, p39 header — **ND**"
tang2026steeraf,S7,p40,"All five metrics for both conformations, three gradient-regularization schemes, across the 4 datasets",line,"`PLOT \| facet: metric × conformation (10) \| vary: benchmark dataset (4) \| series: regularization scheme (3: SteerAF-Exp, SteerAF-Unit, SteerAF-Norm) \| measure: TM-score, RMSD (Å), fill ratio, cluster spread, near-best run ratio \| mark: line connecting per-dataset aggregates \| n: 16 / 23 / 15 / 15 systems per point`",PLOT,,,,,,,,,,,,"10 (same mark, compound measure → one row)","as S2: aggregation statistic unstated, no dispersion drawn; TM panels here run 0.0–1.0 while S2's run 0.5–1.0, so the two figures cannot be overlaid by eye","CC-BY-NC-ND 4.0, p40 header — **ND**"
tang2026steeraf,S8,p41,"Hyperparameter sweep: distributions of best TM-score and best RMSD over all systems, for 3 learning rates × 4 pLDDT-loss weights",violin,"`PLOT \| facet: learning rate (3: 5e-2, 2e-2, 2e-3) × pLDDT loss weight 𝜆ₚ (4: 0.33, 0.50, 0.67, 0.80) \| vary: setting (1 per panel, categorical) \| series: quantity (2: TM-score on the left axis, RMSD on the right inverted axis) \| measure: best TM-score (0.5–1.0) and best RMSD (0–10 Å, inverted) \| mark: violin with median line \| n: per caption ""all datasets""; the text says the sweep was run on OC23_TP16 + fold-switch (53 systems) — **the two disagree** (see unresolved)`",PLOT,,,,,,,,,,,,12 (3 × 4 grid),"**both axes truncated** (TM at 0.5, RMSD at 10 Å inverted) and the two violins are overlaid on different scales, so their apparent overlap is an artefact of axis choice; all 12 panels look near-identical, which is the paper's own conclusion (""no strong monotonic trend"") but is also what an axis-compressed saturating metric looks like; **this is the panel from which the recommended defaults were chosen, and it was computed on the evaluation datasets**","CC-BY-NC-ND 4.0, p41 header — **ND**"
tejero2024opsin,1A,3,"Chemical structures of all-*trans*-retinal and the synthetic analog all-*trans* retinal 6.11, both drawn with a protonated Schiff base linkage — the ligand-identity panel for the whole paper",schematic,`SCHEMATIC \| two 2D chemical structures of retinal isomers/analogs with PSB linkage \| no data`,SCHEMATIC,,,,,,,,,,,,"1 panel, 2 stacked structures; varies by chemical species",—,"CC BY 4.0, no ND, p13"
tejero2024opsin,1B,3,"GTPase-Glo assay: GTP depletion for hGi and jsGiq, each with and without JSR1•ATR6.11 — the functional control establishing the jsGiq chimera is active and receptor-responsive",box,"`PLOT \| facet: none (1) \| vary: sample condition (4: hGi, JSR1 + hGi, jsGiq, JSR1 + jsGiq) \| series: none (1) \| measure: GTP depletion (%) \| mark: box \| n: 8 per mark (octuplicate), 32 per panel`",PLOT,,,,,,,,,,,,"1 panel, 4 conditions; conditions vary by G-protein construct × receptor presence","**Caption says ""mean values +/− standard deviation"" but the drawn glyph is a box-and-whisker, so the stated statistic and the plotted statistic do not match.** Methods state incubations of ""30, 60, or 120 minutes"" (p11) but the panel is a **single unlabelled time point** — which one is never stated, and the other two are never shown. Exact values only in the unheld Source Data. No axis break; y runs 0–100","CC BY 4.0, no ND, p13"
tejero2024opsin,1C-E,3,"Cryo-EM map of JSR1-jsGiq_1 coloured by subunit (c); overall atomic model with retinal-site and G-protein-site insets (d); overlay of inactive JSR1•9-*cis* (6I9K) on active JSR1•ATR6.11 in side and cytoplasmic views, with arrows on TM5/TM6 (e)",structure render,"`RENDER \| facet: representation (3: density map, model + insets, inactive/active overlay) \| views: 2 (side, cytoplasmic) \| overlay: 1 prediction on 1 reference \| axis: none`",RENDER,,,,,,,,,,,,"3 panels (c, d, e); e itself holds 2 camera views; panels vary by representation and by camera angle",Panel e asserts the outward movement of TM5/TM6 with arrows and **no distance annotation** — the paper's central activation claim has no number in any main-text panel,"CC BY 4.0, no ND, p13"
tejero2024opsin,2A-D,4,"Retinal binding site, inactive vs active: all-*trans*-retinal (from JSR1-hGi) overlaid on ATR6.11 (from JSR1-jsGiq_1) (a); 9-*cis* vs ATR6.11 with the Lys321⁷·⁴³ Schiff base and the ATR6.11 density (b); the PSB–counterion environment in the inactive state with distances (c) and in the active state with distances (d)",structure render,"`RENDER \| facet: comparison (4: ligand-vs-ligand, isomer-vs-analog, inactive environment, active environment) \| views: 1 \| overlay: 2 structures on 1 reference \| axis: none`",RENDER,,,,,,,,,,,,4 panels (a–d); panels vary by which pair of structures is compared; c and d share the same residue set so they read as a matched pair,"Panels c and d print 8 and 7 distance labels respectively, but **only two of those distances are assigned to named atom pairs in the running text** (PSB–Tyr126³·²⁸, PSB–Ser199⁴⁵·⁴⁹); the rest cannot be attributed from the figure alone. The active-state ligand shown is the **non-natural ATR6.11**, and the β-ionone ring in it is a **modelled** orientation, not one resolved by the map (p4) — the caption does not say so","CC BY 4.0, no ND, p13"
tejero2024opsin,3A-F,6,"Microswitch comparison, bistable JSR1 (left column) against monostable bovine rhodopsin (right column), each inactive vs active: C-W-x-P / retinal-Trp⁶·⁴⁸ (a, b), P-I-F (c, d), D/E-R-Y (e, f)",structure render,"`RENDER \| facet: motif (3: CWxP, PIF, DRY) × receptor (2: JSR1, bovine rhodopsin) \| views: 1 \| overlay: 1 active on 1 inactive per panel \| axis: none`",RENDER,,,,,,,,,,,,"6 panels in a 3 × 2 grid; rows vary by motif, columns vary by receptor; every panel overlays an inactive and an active structure","No distances or angles are annotated on any panel — every microswitch change is shown, none is measured. Structures compared are named in the caption (6I9K, this work, 1GZM, 5EN0)","CC BY 4.0, no ND, p13"
tejero2024opsin,4A-B,7,"Whole-receptor activation summary: inactive JSR1 (6I9K) and active JSR1-jsGiq_1 side by side, each annotated with callouts naming the retinal, the CWxP Trp, the PIF motif, Tyr234⁵·⁵⁸/Tyr331⁷·⁵³, the ionic lock state, and (active only) the Arg148³·⁵⁰–Cys351^H5.23 hydrogen bond and the TM5/TM6 outward movement",structure render,"`RENDER \| facet: activation state (2: inactive, active) \| views: 1 (membrane-normal, extracellular top) \| overlay: 0 predictions on 1 reference per panel \| axis: none`",RENDER,,,,,,,,,,,,"2 panels (a, b); panels vary by activation state; each carries 5–6 text callouts rather than data marks","The panel is a labelled cartoon of the mechanism: **""Outward movement of TM5 and TM6"" is a text callout with no magnitude**, and ""Open Ionic Lock"" / ""Closed Ionic Lock"" are categorical labels with no distance behind them","CC BY 4.0, no ND, p13"
tejero2024opsin,5A-D,8,G-protein binding site compared across the three structures: JSR1-jsGiq_1 vs JSR1-hGi from the side (a) and from the cytoplasm (b); JSR1-jsGiq_1 vs JSR1-jsGiq_2 α5-helix relative rotation with axis arrows and the 17° label (c) and the same pair viewed at the binding site (d),structure render,"`RENDER \| facet: structure pair (2: jsGiq_1 vs hGi, jsGiq_1 vs jsGiq_2) \| views: 2 (side, cytoplasmic) \| overlay: 1 structure on 1 reference per panel \| axis: none`",RENDER,,,,,,,,,,,,"4 panels (a–d); panels vary by which pair of structures is superposed and by camera angle; only the α5 helix of Gα is drawn in a, c, d","Carries the paper's comparative claims — ""the outward movement of TM5 and TM6 is larger than in the hGi complex"" (p6), ""a shallower binding pose"" (p9) — with **only one number on the whole figure (17°) and no per-helix displacement anywhere**. The quantitative version is Supplementary Fig. 14, which is not held","CC BY 4.0, no ND, p13"
tejero2024opsin,6,8,"Schematic of the PSB–counterion hydrogen-bond network, inactive (left) vs active (right): Glu194⁴⁵·⁴⁴, Ser199⁴⁵·⁴⁹, Tyr293⁶·⁵¹, waters and the PSB, showing Ser199⁴⁵·⁴⁹ leaving the network on activation",schematic,"`SCHEMATIC \| proposed water-mediated hydrogen-bond network linking PSB to counterion, inactive vs active \| no data`",SCHEMATIC,,,,,,,,,,,,"2 panels (inactive, active); panels vary by activation state","This is explicitly a **proposal**, not an observation — ""We propose that Ser199⁴⁵·⁴⁹ does not participate in this network in the active state"" (caption, p8) and ""possibly Tyr293⁶·⁵¹"" — and the waters drawn were not resolved (""This density may be attributed to one or two ordered water molecule(s) ... however further experimental evidence is required"", p4). A reader taking Fig 6 as a determined structure would be over-reading it","CC BY 4.0, no ND, p13"
tran2026nanogs,1A-B,3,"The two crystallographic binding modes of GαsCT on β2AR (3SN6 vs 6E67), showing that Y391 or E392 — never both — reaches R131^3.50",structure render,"`RENDER \| systems: 1 (β2AR) \| views: 2 (β2AR-Gs(empty) mode, β2AR-T4L-GsCT-CC mode) \| overlay: 0 predictions on 2 reference(s) \| axis: none`",RENDER,,,,,,,,,,,,"2 panels, varying by reference structure",,"CC BY-NC, p.1"
tran2026nanogs,1C,3,Per-residue RMSF of GαsCT free in water vs bound in each of the two complexes — the flexibility profile that motivates the staple placement,scatter,`PLOT \| facet: none (1) \| x: peptide residue 380–394 (15) \| y: RMSF (Å) \| mark: point \| n_per_cell: NOT REPORTED`,PLOT,,,,,,,,,,,,"1 panel, 3 overlaid simulation conditions",n per condition not shown; no error bars; data are re-used from ref [33] and the number of trajectories behind each point is never stated,"CC BY-NC, p.1"
tran2026nanogs,1D-E,3,"Intracellular receptor surface: solvent-exposed basic residues, and the same surface coloured by hydropathy index",structure render,"`RENDER \| systems: 1 (β2AR) \| views: 2 (basic-residue sticks+surface, hydrophobicity-coloured surface) \| overlay: 0 predictions on 1 reference \| axis: none`",RENDER,,,,,,,,,,,,"2 panels, varying by surface property",,"CC BY-NC, p.1"
tran2026nanogs,"1 (right, unlettered)",3,"""Design strategy"" cartoon — receptor barrel with the stapled peptide docked below",schematic,`SCHEMATIC \| cartoon of a stapled helical peptide entering the intracellular crevice of a 7TM receptor \| no data`,SCHEMATIC,,,,,,,,,,,,1 panel,,"CC BY-NC, p.1"
tran2026nanogs,Scheme 1A-C,4,"Synthetic route: CuAAC (i, i+7) stapling of bis-azido peptides with 1,3-diethynylbenzene, and the (i, i+4) case",schematic,`SCHEMATIC \| three-step reaction scheme for CuAAC macrocyclisation of linear azido peptides into stapled peptides 1–9 \| no data`,SCHEMATIC,,,,,,,,,,,,"3 panels (A, B, C), varying by stapling chemistry",,"CC BY-NC, p.1"
tran2026nanogs,2A-upper,6,"The two candidate staple positions (I383-Q390 green, I382-R389 blue) drawn onto each of the two crystal binding modes, two views each",structure render,"`RENDER \| systems: 2 (β2AR-Gs(empty), β2AR-T4L-GsCT-CC) \| views: 2 (two orientations per complex) \| overlay: 2 candidate staples on 2 reference(s) \| axis: none`",RENDER,,,,,,,,,,,,"4 sub-views in 2 groups, varying by complex and orientation",,"CC BY-NC, p.1"
tran2026nanogs,2A-lower,6,"Sequence bead diagram of GαsCT15 with each residue coloured by which crystal structure it contacts, and the two candidate linker spans drawn beneath",schematic,`SCHEMATIC \| 15-residue sequence track annotated with per-residue receptor contacts from 3SN6/6E67 and two alternative staple spans \| no data`,SCHEMATIC,,,,,,,,,,,,1 panel,"contact assignment is binary/coloured with no underlying quantity, so the strength of each contact is not recoverable","CC BY-NC, p.1"
tran2026nanogs,2B,6,Concept cartoon of the bimane assay: C265^6.27 probe on lower TM6 moves into a hydrophilic environment on activation,schematic,`SCHEMATIC \| membrane-embedded 7TM cartoon showing the bimane label on TM6 and its displacement on activation \| no data`,SCHEMATIC,,,,,,,,,,,,1 panel,,"CC BY-NC, p.1"
