experiment_slug_or_cluster,receptor,receptor_class,backbone,partner_type,n,n_pass,pass_rate,n_active,n_inactive,n_borderline,frac_active,median_d_tm6,median_d_npxxy,median_plddt_at_anchors
task3b_of3,PF2R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.72,20.75,64.75
task3b_of3,PI2R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,14.19,20.73,63.44
task3b_of3,PRLHR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,11.10,18.07,64.23
task3b_of3,QRFPR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.66,18.09,72.65
task3b_of3,S1PR5,A,of3,apo,5,5,100.0%,0,4,1,0.00,12.76,16.46,62.17
task3b_of3,S1PR5,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,15.34,15.79,80.00
task3b_of3,S1PR5,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.47,16.23,79.17
task3b_of3,SSR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.62,19.52,73.62
task3b_of3,SSR2,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,SSR2,A,of3,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,SSR2,A,of3,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,SSR3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.15,19.73,72.09
task3b_of3,SSR5_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.34,19.17,75.04
task3b_of3,SUCR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.86,18.23,64.96
task3b_of3,TAA7F_MOUSE,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.18,18.06,73.39
task3b_of3,TAAR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,11.59,17.85,67.55
task3b_of3,TAAR1_MOUSE,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_of3,TSHR,A,of3,apo,5,5,100.0%,5,0,0,1.00,16.81,14.55,74.37
task3b_of3,TSHR,A,of3,cognate_ga,5,5,100.0%,5,0,0,1.00,16.98,14.64,87.65
task3b_of3,TSHR,A,of3,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.84,14.45,88.97
task3b_of3,XCR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,14.72,18.24,62.85
task3b_protenix,,,protenix,cognate_ga,160,155,96.9%,0,0,0,0.00,15.01,14.68,86.00
task3b_protenix,5HT1B,A,protenix,apo,5,5,100.0%,0,5,0,0.00,10.49,15.80,78.55
task3b_protenix,5HT1B,A,protenix,cognate_ga,5,5,100.0%,0,0,5,0.00,17.61,13.86,86.86
task3b_protenix,5HT1B,A,protenix,shuffled_ga,5,5,100.0%,0,0,5,0.00,17.76,14.10,84.92
task3b_protenix,5HT2A,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.25,17.96,83.76
task3b_protenix,5HT2A,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,13.21,14.99,84.18
task3b_protenix,5HT2A,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,12.64,15.35,80.54
task3b_protenix,5HT2C,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.27,17.99,81.42
task3b_protenix,5HT2C,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.11,15.05,82.23
task3b_protenix,5HT2C,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.10,15.05,82.22
task3b_protenix,AA1R,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.14,17.87,90.10
task3b_protenix,AA1R,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,16.06,14.14,86.65
task3b_protenix,AA1R,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.05,14.14,86.65
task3b_protenix,AA2AR,A,protenix,apo,5,5,100.0%,0,0,0,0.00,7.69,17.95,85.27
task3b_protenix,AA2AR,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.09,13.64,87.67
task3b_protenix,AA2AR,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,17.44,13.78,81.80
task3b_protenix,AA3R,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.16,18.05,91.22
task3b_protenix,AA3R,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,15.51,17.34,77.69
task3b_protenix,ACM2,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.12,17.94,82.36
task3b_protenix,ACM2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.72,13.90,87.54
task3b_protenix,ACM2,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.72,13.90,87.55
task3b_protenix,ACM3,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.53,17.63,77.53
task3b_protenix,ACM3,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,16.29,13.89,85.40
task3b_protenix,ACM3,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,17.26,13.71,84.94
task3b_protenix,ACM4,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.06,17.82,83.90
task3b_protenix,ACM4,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,15.38,13.71,88.23
task3b_protenix,ACM4,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.34,13.95,86.14
task3b_protenix,ADA1A,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.13,18.13,84.26
task3b_protenix,ADA1A,A,protenix,apo,5,5,100.0%,0,0,0,0.00,7.18,18.21,84.78
task3b_protenix,ADA1A,A,protenix,cognate_ga,10,10,100.0%,0,10,0,0.00,17.04,14.00,83.04
task3b_protenix,ADA1A,A,protenix,shuffled_ga,5,5,100.0%,0,5,0,0.00,16.76,14.00,83.18
task3b_protenix,ADA2A,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.99,18.30,81.21
task3b_protenix,ADA2A,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,17.42,13.92,83.90
task3b_protenix,ADA2A,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,17.42,13.92,83.88
task3b_protenix,ADRB1,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,ADRB1,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,ADRB1,A,protenix,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,ADRB2,A,protenix,apo,5,5,100.0%,0,0,5,0.00,14.04,14.64,74.96
task3b_protenix,ADRB2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,18.00,14.13,84.52
task3b_protenix,ADRB2,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.63,14.24,80.76
task3b_protenix,BRS3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.52,18.93,84.00
task3b_protenix,CCKAR,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.31,18.48,89.06
task3b_protenix,CCKAR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.96,13.77,86.96
task3b_protenix,CCKAR,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.09,14.00,83.00
task3b_protenix,CCR2,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.08,19.34,82.48
task3b_protenix,CCR2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.63,14.20,86.69
task3b_protenix,CCR2,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.84,14.55,83.97
task3b_protenix,CCR5,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.91,19.55,82.59
task3b_protenix,CCR5,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.22,14.31,86.10
task3b_protenix,CCR5,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.22,14.32,86.08
task3b_protenix,CCR6,A,protenix,apo,5,5,100.0%,1,0,0,0.20,11.15,18.92,73.30
task3b_protenix,CCR6,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.74,13.92,88.14
task3b_protenix,CCR6,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.48,14.06,85.12
task3b_protenix,CCR8,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.38,19.72,82.30
task3b_protenix,CCR8,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.60,19.52,79.93
task3b_protenix,CCR8,A,protenix,cognate_ga,10,10,100.0%,10,0,0,1.00,13.89,13.95,88.21
task3b_protenix,CCR8,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.63,14.19,83.99
task3b_protenix,CML2_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,14.89,18.79,80.73
task3b_protenix,CNR1,A,protenix,apo,5,5,100.0%,1,4,0,0.20,7.57,16.15,76.48
task3b_protenix,CNR1,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.07,13.56,85.77
task3b_protenix,CNR1,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.53,13.37,81.18
task3b_protenix,CXCR1,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.65,19.08,76.50
task3b_protenix,CXCR1,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,13.62,13.96,88.91
task3b_protenix,CXCR3,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.72,18.70,75.04
task3b_protenix,CXCR3,A,protenix,apo,5,5,100.0%,0,0,0,0.00,10.70,18.80,68.82
task3b_protenix,CXCR3,A,protenix,cognate_ga,10,10,100.0%,10,0,0,1.00,14.09,13.82,86.36
task3b_protenix,CXCR3,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.00,13.81,84.71
task3b_protenix,CXCR4,A,protenix,apo,5,5,100.0%,3,2,0,0.60,13.26,14.53,75.68
task3b_protenix,CXCR4,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.59,13.93,86.12
task3b_protenix,CXCR4,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.58,13.93,86.18
task3b_protenix,DRD2,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.11,18.12,82.52
task3b_protenix,DRD2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.23,14.99,81.87
task3b_protenix,DRD2,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.02,14.72,81.88
task3b_protenix,DRD4,A,protenix,apo,5,5,100.0%,0,0,0,0.00,8.00,18.49,74.51
task3b_protenix,DRD4,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,13.01,14.68,82.72
task3b_protenix,DRD4,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,12.99,14.70,82.80
task3b_protenix,DRD5,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.16,18.29,78.73
task3b_protenix,DRD5,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.05,14.19,87.15
task3b_protenix,EDNRA,A,protenix,apo,5,5,100.0%,0,5,0,0.00,7.59,18.68,74.27
task3b_protenix,EDNRA,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.10,16.35,86.20
task3b_protenix,EDNRA,A,protenix,shuffled_ga,5,5,100.0%,3,1,1,0.60,11.67,17.90,66.95
task3b_protenix,EDNRB,A,protenix,apo,5,5,100.0%,0,5,0,0.00,7.68,18.46,75.53
task3b_protenix,EDNRB,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.19,16.16,87.04
task3b_protenix,EDNRB,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.38,16.10,83.81
task3b_protenix,FFAR2_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,12.55,15.69,90.07
task3b_protenix,FSHR,A,protenix,apo,5,5,100.0%,0,1,4,0.00,12.64,13.93,70.85
task3b_protenix,FSHR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,17.26,14.54,82.64
task3b_protenix,FSHR,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.45,14.24,81.10
task3b_protenix,GHSR,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.23,18.67,81.30
task3b_protenix,GHSR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.00,13.88,84.01
task3b_protenix,GHSR,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.82,14.39,82.50
task3b_protenix,GP101_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,16.24,14.25,78.96
task3b_protenix,GP132_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.19,15.79,82.56
task3b_protenix,GPER1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.92,19.16,77.00
task3b_protenix,GPR12_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.62,15.86,78.02
task3b_protenix,GPR15_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.57,18.68,80.22
task3b_protenix,GPR34_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.58,17.89,80.09
task3b_protenix,GPR3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.23,16.20,76.24
task3b_protenix,GPR55_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,12.26,16.16,85.91
task3b_protenix,GPR6,A,protenix,apo,5,5,100.0%,0,5,0,0.00,10.73,16.19,76.34
task3b_protenix,GPR6,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,17.85,14.80,83.48
task3b_protenix,GPR6,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,15.44,15.13,81.89
task3b_protenix,GPR84_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.44,18.18,89.93
task3b_protenix,HCAR3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,11.67,16.86,84.50
task3b_protenix,HRH1,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.55,17.61,78.69
task3b_protenix,HRH1,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,16.95,13.99,82.30
task3b_protenix,HRH1,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.29,14.11,82.90
task3b_protenix,HRH2,A,protenix,apo,5,5,100.0%,0,0,0,0.00,16.87,15.06,67.99
task3b_protenix,HRH2,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.42,13.73,84.11
task3b_protenix,HRH2,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,17.20,13.71,80.95
task3b_protenix,HRH3,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.74,17.27,79.98
task3b_protenix,HRH3,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,15.57,13.74,82.47
task3b_protenix,HRH3,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.87,13.25,82.01
task3b_protenix,HRH4,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.03,17.05,81.10
task3b_protenix,HRH4,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,15.58,13.84,81.91
task3b_protenix,KISSR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.13,19.30,84.57
task3b_protenix,LSHR,A,protenix,apo,5,5,100.0%,5,0,0,1.00,14.98,14.01,70.46
task3b_protenix,LSHR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,16.91,14.46,83.24
task3b_protenix,LSHR,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,16.16,14.16,81.61
task3b_protenix,MC3R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.90,18.70,77.43
task3b_protenix,MC5R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.28,18.14,77.17
task3b_protenix,MCHR1,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.15,18.44,83.25
task3b_protenix,MCHR1,A,protenix,apo,5,5,100.0%,1,4,0,0.20,8.55,18.38,77.75
task3b_protenix,MCHR1,A,protenix,cognate_ga,10,10,100.0%,10,0,0,1.00,14.43,14.78,86.16
task3b_protenix,MCHR1,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.50,13.97,84.89
task3b_protenix,MCHR2_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.23,18.57,83.89
task3b_protenix,MTR1A,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.27,17.91,85.50
task3b_protenix,MTR1A,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,18.07,14.78,83.11
task3b_protenix,MTR1A,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,18.15,14.78,83.13
task3b_protenix,NK1R,A,protenix,apo,5,5,100.0%,0,0,0,0.00,8.52,17.79,88.07
task3b_protenix,NK1R,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.30,16.72,84.77
task3b_protenix,NK1R,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.30,16.72,84.82
task3b_protenix,NK3R,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.85,17.83,85.80
task3b_protenix,NK3R,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,13.35,16.91,84.90
task3b_protenix,NMBR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.22,19.18,88.31
task3b_protenix,NPY2R,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.43,17.90,84.36
task3b_protenix,NPY2R,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.61,14.13,86.26
task3b_protenix,NPY2R,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.60,14.13,86.27
task3b_protenix,NTR1,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,NTR1,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,NTR1,A,protenix,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,OPRK,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.53,19.45,89.32
task3b_protenix,OPRK,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,14.62,14.59,86.87
task3b_protenix,OPRK,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,14.72,14.54,83.70
task3b_protenix,OPRM,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.58,19.18,88.19
task3b_protenix,OPRM,A,protenix,cognate_ga,5,5,100.0%,0,0,0,0.00,14.83,14.24,89.57
task3b_protenix,OPRM,A,protenix,shuffled_ga,5,5,100.0%,0,0,0,0.00,14.78,14.44,84.68
task3b_protenix,OPSD,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,OPSD,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,OPSD,A,protenix,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,OPSR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,13.94,12.84,78.98
task3b_protenix,OX2R,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.00,17.85,90.38
task3b_protenix,OX2R,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,13.67,14.12,87.58
task3b_protenix,OX2R,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,13.62,15.46,85.00
task3b_protenix,OXYR,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.41,18.53,81.57
task3b_protenix,OXYR,A,protenix,cognate_ga,5,5,100.0%,1,0,4,0.20,14.21,15.00,82.47
task3b_protenix,OXYR,A,protenix,shuffled_ga,5,5,100.0%,1,0,4,0.20,14.22,15.00,82.47
task3b_protenix,P2Y10_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.54,18.24,84.16
task3b_protenix,PD2R2,A,protenix,apo,5,5,100.0%,0,5,0,0.00,11.94,19.34,80.03
task3b_protenix,PD2R2,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,16.12,14.01,84.86
task3b_protenix,PD2R2,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.76,14.57,76.49
task3b_protenix,PF2R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.30,21.51,79.99
task3b_protenix,PI2R_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.67,21.59,78.08
task3b_protenix,PRLHR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.39,17.97,81.07
task3b_protenix,QRFPR_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.26,17.95,83.51
task3b_protenix,S1PR5,A,protenix,apo,5,5,100.0%,0,5,0,0.00,9.16,17.06,76.31
task3b_protenix,S1PR5,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,15.14,14.68,84.69
task3b_protenix,S1PR5,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,15.60,14.44,82.28
task3b_protenix,SSR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.35,19.10,85.38
task3b_protenix,SSR2,A,protenix,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,SSR2,A,protenix,cognate_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,SSR2,A,protenix,shuffled_ga,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,SSR3_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.18,19.71,85.36
task3b_protenix,SSR5_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.27,19.15,86.89
task3b_protenix,SUCR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.62,18.29,82.92
task3b_protenix,TAA7F_MOUSE,A,of3,apo,5,5,100.0%,0,0,0,0.00,7.42,18.04,89.31
task3b_protenix,TAAR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.86,15.19,78.12
task3b_protenix,TAAR1_MOUSE,A,of3,apo,5,0,0.0%,0,0,0,0.00,,,
task3b_protenix,TSHR,A,protenix,apo,5,5,100.0%,5,0,0,1.00,17.12,14.60,69.21
task3b_protenix,TSHR,A,protenix,cognate_ga,5,5,100.0%,5,0,0,1.00,17.06,15.18,80.45
task3b_protenix,TSHR,A,protenix,shuffled_ga,5,5,100.0%,5,0,0,1.00,17.13,14.42,81.47
task3b_protenix,XCR1_HUMAN,A,of3,apo,5,5,100.0%,0,0,0,0.00,9.66,19.16,78.53
track_b_pilot,ADRB2,A,of3,other,5,5,100.0%,0,4,1,0.00,12.76,17.43,68.03
w40_alpha5_ladder,5HT2A,A,boltz,α5_ct_fragment,100,100,100.0%,0,67,0,0.00,9.73,18.54,96.08
w40_alpha5_ladder,AA2AR,A,boltz,α5_ct_fragment,100,100,100.0%,0,0,0,0.00,7.74,17.96,92.93
w40_alpha5_ladder,ADRB1,A,boltz,α5_ct_fragment,100,0,0.0%,0,0,0,0.00,,,
w40_alpha5_ladder,ADRB2,A,boltz,α5_ct_fragment,100,100,100.0%,39,61,0,0.39,11.54,17.73,86.16
w40_alpha5_ladder,DRD2,A,boltz,α5_ct_fragment,100,100,100.0%,61,39,0,0.61,13.49,17.17,91.65
w41_adenosine_paralogs,AA2BR,A,boltz,apo,20,20,100.0%,0,0,0,0.00,17.79,13.97,89.17
w41_adenosine_paralogs,AA2BR,A,boltz,ligand,60,60,100.0%,0,0,0,0.00,17.44,17.27,87.80
w41_adenosine_paralogs,AA3R,A,boltz,apo,20,20,100.0%,0,0,0,0.00,8.26,18.01,92.41
w41_adenosine_paralogs,AA3R,A,boltz,ligand,100,100,100.0%,0,0,0,0.00,10.47,17.61,94.96
w42_a5_tip_mutant,5HT2A,A,boltz,mutant_gα,20,20,100.0%,0,0,0,0.00,14.77,15.38,86.28
w42_a5_tip_mutant,AA2AR,A,boltz,mutant_gα,20,20,100.0%,0,0,0,0.00,8.50,16.47,85.81
w42_a5_tip_mutant,ADRB1,A,boltz,mutant_gα,20,0,0.0%,0,0,0,0.00,,,
w42_a5_tip_mutant,ADRB2,A,boltz,mutant_gα,20,20,100.0%,20,0,0,1.00,19.21,13.83,79.68
w42_a5_tip_mutant,DRD2,A,boltz,mutant_gα,20,20,100.0%,20,0,0,1.00,16.06,14.82,90.76
w45_aa2ar_n140,AA2AR,A,boltz,apo,140,140,100.0%,0,0,0,0.00,9.38,15.97,86.03
w45_aa2ar_n140,AA2AR,A,boltz,ligand,560,560,100.0%,0,0,0,0.00,11.21,14.28,87.02
w46_af2m,5HT2A,A,af2mm,ligand,50,50,100.0%,0,25,0,0.00,11.46,17.96,91.38
w46_af2m,AA2AR,A,af2mm,ligand,50,50,100.0%,0,0,0,0.00,14.98,16.85,89.76
w46_af2m,ACM2,A,af2mm,ligand,50,50,100.0%,25,7,18,0.50,13.79,16.69,92.49
w46_af2m,ACM3,A,af2mm,ligand,50,50,100.0%,0,0,0,0.00,12.25,16.93,88.83
w46_af2m,ADRB1,A,af2mm,ligand,50,0,0.0%,0,0,0,0.00,,,
w46_af2m,ADRB2,A,af2mm,ligand,50,50,100.0%,32,4,14,0.64,14.63,17.49,90.73
w46_af2m,CCR8,A,af2mm,ligand,50,50,100.0%,50,0,0,1.00,14.85,14.65,91.44
w46_af2m,CXCR3,A,af2mm,ligand,50,50,100.0%,44,0,0,0.88,12.88,17.64,86.84
w46_af2m,CXCR4,A,af2mm,ligand,50,50,100.0%,25,24,1,0.50,11.98,18.16,86.45
w46_af2m,DRD2,A,af2mm,ligand,50,50,100.0%,50,0,0,1.00,13.69,17.29,89.28
w46_af2m,EDNRB,A,af2mm,ligand,50,50,100.0%,35,15,0,0.70,13.08,16.90,90.37
w46_af2m,FSHR,A,af2mm,ligand,50,50,100.0%,28,6,16,0.56,14.50,15.05,88.97
w46_af2m,NK1R,A,af2mm,ligand,50,50,100.0%,25,0,0,0.50,12.10,17.24,91.26
w46_af2m,OPRM,A,af2mm,ligand,50,50,100.0%,0,5,0,0.00,13.07,16.32,90.81
w46_af2m,PD2R2,A,af2mm,ligand,50,50,100.0%,28,7,15,0.56,14.87,17.12,82.78
w47_adrb2_negative,ADRB2,A,boltz,ligand,480,480,100.0%,480,0,0,1.00,18.36,14.05,84.69
w50_2_apo_gapfill,5HT2A,A,chai,apo,20,20,100.0%,0,20,0,0.00,8.74,18.26,81.99
w50_2_apo_gapfill,AA2AR,A,chai,apo,20,20,100.0%,0,0,0,0.00,8.02,17.95,85.26
w50_2_apo_gapfill,ACM2,A,chai,apo,20,20,100.0%,0,15,5,0.00,11.11,15.82,76.76
w50_2_apo_gapfill,ACM3,A,boltz,apo,20,20,100.0%,0,0,0,0.00,8.42,17.51,84.92
w50_2_apo_gapfill,ACM3,A,chai,apo,20,20,100.0%,0,0,0,0.00,8.91,17.81,82.74
w50_2_apo_gapfill,ADRB1,A,chai,apo,20,0,0.0%,0,0,0,0.00,,,
w50_2_apo_gapfill,ADRB2,A,chai,apo,20,20,100.0%,16,1,3,0.80,15.35,17.38,75.85
w50_2_apo_gapfill,CCR8,A,chai,apo,20,20,100.0%,0,0,0,0.00,8.60,19.86,74.55
w50_2_apo_gapfill,CXCR3,A,chai,apo,20,20,100.0%,1,0,0,0.05,10.89,19.31,76.90
w50_2_apo_gapfill,CXCR4,A,chai,apo,20,20,100.0%,0,20,0,0.00,8.66,20.10,71.87
w50_2_apo_gapfill,DRD2,A,chai,apo,20,20,100.0%,3,17,0,0.15,8.92,18.48,83.55
w50_2_apo_gapfill,EDNRB,A,boltz,apo,20,20,100.0%,0,18,2,0.00,9.58,16.98,73.27
